,course_title,Channel Title,Subscriber Count,Views,Likes,Comment Count,Language,Duration (Seconds),Theme,clean_course_title
6184,How Much Maths is Needed for Programming?,CodeWithHarry,5210000,420119,22715,3164,hi,676,Mathematics in Computer Science,Maths Needed Programming
6185,"Lec 8 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,144107,808,108,Unknown,5006,Mathematics in Computer Science,Lec 8  MIT 6042J Mathematics Computer Science Fall 2010
6186,How much math do you need for Computer Science?,Leo Isikdogan,25900,143809,4661,143,en,321,Mathematics in Computer Science,math need Computer Science
6187,Learn Computer Science With This Book,The Math Sorcerer,769000,55355,5629,75,en,28,Mathematics in Computer Science,Learn Computer Science Book
6188,How much Maths is needed as Software Engineers? by @ApnaCollegeOfficial,Apna College,4660000,330179,19448,730,Unknown,427,Mathematics in Computer Science,Maths needed Software Engineers ApnaCollegeOfficial
6189,"Lec 18 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,89591,862,74,Unknown,5036,Mathematics in Computer Science,Lec 18  MIT 6042J Mathematics Computer Science Fall 2010
6190,Conquering Math as a Computer Science Student,ForrestKnight,485000,111497,5129,320,en,541,Mathematics in Computer Science,Conquering Math Computer Science Student
6191,Mathematics at MIT,Massachusetts Institute of Technology (MIT),852000,2949488,45441,2538,en,283,Mathematics in Computer Science,Mathematics MIT
6192,Hate Mathematics? Here's where Maths is not required for Coding?,CodeWithHarry,5210000,151328,10821,741,hi,679,Mathematics in Computer Science,Hate Mathematics Heres Maths required Coding
6193,5 Math Skills Every Programmer Needs,Power Couple,514000,920998,31792,1140,en,548,Mathematics in Computer Science,5 Math Skills Programmer Needs
6194,why you NEED math for programming,Joma Tech,2270000,8253442,427027,9938,en,303,Mathematics in Computer Science,NEED math programming
6195,100+ Computer Science Concepts Explained,Fireship,2670000,2026749,111013,2199,en,788,Mathematics in Computer Science,100 Computer Science Concepts Explained
6196,"Lec 6 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,358448,3474,223,Unknown,4971,Mathematics in Computer Science,Lec 6  MIT 6042J Mathematics Computer Science Fall 2010
6197,Computer Science Vs Computer Engineering: How to Pick the Right Major,Zach Star,1300000,1080409,24019,1491,en,580,Mathematics in Computer Science,Computer Science Vs Computer Engineering Pick Right Major
6198,Math for Computer Science,The Math Sorcerer,769000,178797,6748,252,en,855,Mathematics in Computer Science,Math Computer Science
6199,Why do computers suck at math?,Fireship,2670000,8026200,383813,3369,en,54,Mathematics in Computer Science,computers suck math
6200,Basics of Computer Architecture,Neso Academy,2380000,281754,3770,70,en,359,Computer Architecture,Basics Computer Architecture
6201,L-1.2: Von Neumann's Architecture | Stored Memory Concept in Computer Architecture,Gate Smashers,1720000,1011814,18519,349,en,580,Computer Architecture,L12 Von Neumanns Architecture  Stored Memory Concept Computer Architecture
6202,Introduction to Computer Organization and Architecture (COA),Neso Academy,2380000,770292,8880,150,en,421,Computer Architecture,Introduction Computer Organization Architecture COA
6203,Intro to Computer Architecture,KarBytes CS,5580,729501,4640,136,Unknown,248,Computer Architecture,Intro Computer Architecture
6204,What is Computer Architecture? - Georgia Tech - HPCA: Part 1,Udacity,591000,42210,239,7,Unknown,70,Computer Architecture,Computer Architecture  Georgia Tech  HPCA 1
6205,Classifications of Computer Architecture,Neso Academy,2380000,195663,2805,38,en,389,Computer Architecture,Classifications Computer Architecture
6206,IGCSE Computer Science 2023-25 ​​- Topic 3: HARDWARE (1) - COMPUTER ARCHITECTURE - Von Neumann & CPU,Mr Bulmer's Learning Zone,11700,46191,627,74,en,776,Computer Architecture,IGCSE Computer Science 202325  Topic 3 HARDWARE 1  COMPUTER ARCHITECTURE  Von Neumann  CPU
6207,4. Assembly Language & Computer Architecture,MIT OpenCourseWare,4880000,651550,11857,272,en,4655,Computer Architecture,4 Assembly Language  Computer Architecture
6208,Halt Instruction in Computer Architecture | HLT | GO Classes,GO Classes for GATE CS,12200,293,21,6,en,1476,Computer Architecture,Halt Instruction Computer Architecture  HLT  Classes
6209,David Patterson: Computer Architecture and Data Storage | Lex Fridman Podcast #104,Lex Fridman,3510000,133596,4276,249,en,6591,Computer Architecture,David Patterson Computer Architecture Data Storage  Lex Fridman Podcast 104
6210,Lecture 1. Introduction and Basics - Carnegie Mellon - Computer Architecture 2015 - Onur Mutlu,Carnegie Mellon Computer Architecture,29300,497542,4558,186,en,6876,Computer Architecture,Lecture 1 Introduction Basics  Carnegie Mellon  Computer Architecture 2015  Onur Mutlu
6211,Personal Computer Architecture,Computer Science,194000,67405,1484,68,en,1086,Computer Architecture,Personal Computer Architecture
6212,Inside your computer - Bettina Bair,TED-Ed,19400000,2951983,32526,1166,Unknown,252,Computer Architecture,Inside computer  Bettina Bair
6213,Lecture -1 Introduction to Computer Architecture,nptelhrd,2100000,705371,1857,200,en,3201,Computer Architecture,Lecture 1 Introduction Computer Architecture
6214,Computer Architecture Complete course Part 1,Nerd's lesson,349000,237372,5529,121,en,34191,Computer Architecture,Computer Architecture Complete course 1
6215,Von Neumann Architecture - Computerphile,Computerphile,2350000,610237,16040,518,en,980,Computer Architecture,Von Neumann Architecture  Computerphile
6216,Architecture All Access: Modern CPU Architecture Part 1 – Key Concepts | Intel Technology,Intel Technology,30500,191606,5940,177,en,1138,Computer Architecture,Architecture Access Modern CPU Architecture 1  Key Concepts  Intel Technology
6217,How a CPU Works in 100 Seconds // Apple Silicon M1 vs Intel i9,Fireship,2670000,2445219,70413,1477,en,764,Computer Architecture,CPU Works 100 Seconds  Apple Silicon M1 vs Intel i9
6218,Computer Architecture Vs Computer Organization l Computer Organization and Architecture Course,5 Minutes Engineering,558000,150504,4463,90,Unknown,359,Computer Architecture,Computer Architecture Vs Computer Organization l Computer Organization Architecture Course
6219,The Fetch-Execute Cycle: What's Your Computer Actually Doing?,Tom Scott,6220000,1702374,73592,2188,en,544,Computer Architecture,FetchExecute Cycle Whats Computer Actually Doing
6220,How does Computer Hardware Work?  💻🛠🔬  [3D Animated Teardown],Branch Education,1460000,1716829,149876,5248,en,1033,Computer Architecture,Computer Hardware Work  3D Animated Teardown
6221,"Digital Design & Computer Architecture: Lecture 1: Introduction and Basics (ETH Zürich, Spring 2020)",Onur Mutlu Lectures,38100,151050,2332,92,en,5605,Computer Architecture,Digital Design  Computer Architecture Lecture 1 Introduction Basics ETH Zrich Spring 2020
6222,RISC vs CISC | Computer Organization & Architecture,Gate Smashers,1720000,506366,12839,211,en,502,Computer Architecture,RISC vs CISC  Computer Organization  Architecture
6223,Introduction to Computer Architecture and Organization,Learners Coach,1770,17113,201,8,Unknown,2267,Computer Architecture,Introduction Computer Architecture Organization
6224,Registers and RAM: Crash Course Computer Science #6,CrashCourse,15200000,1987550,43992,1231,en,737,Computer Architecture,Registers RAM Crash Course Computer Science 6
6225,How a Computer Works - from silicon to apps,Improbable Matter,69800,896700,32635,575,en,2552,Computer Architecture,Computer Works  silicon apps
6226,cache memory in computer architecture,Education 4u,842000,613886,8476,206,en,453,Computer Architecture,cache memory computer architecture
6227,Computer Organization and Architecture in One Class - Marathon |Computer Architecture Series - Day 3,Unify Study,20700,6236,240,9,en,7901,Computer Architecture,Computer Organization Architecture Class  Marathon Computer Architecture Series  Day 3
6228,COMPUTER ORGANIZATION | Part-1 | Introduction,Engineering Drive,71400,467545,9216,240,Unknown,682,Computer Architecture,COMPUTER ORGANIZATION  Part1  Introduction
6229,Architecture of Computer | What is Von Neumann Architecture,Mr Khan's Classes,2790,165443,3465,91,en,279,Computer Architecture,Architecture Computer  Von Neumann Architecture
6230,How does Computer Memory Work? 💻🛠,Branch Education,1460000,3003076,122247,4779,en,2133,Computer Architecture,Computer Memory Work 
6231,computer registers in computer architecture,Education 4u,842000,302486,4086,100,en,377,Computer Architecture,computer registers computer architecture
6232,How to Choose Your Architecture Laptop,DamiLee,973000,287825,9571,397,en,1061,Computer Architecture,Choose Architecture Laptop
6233,Flip-flop qubits: a whole new quantum computing architecture,UNSW,80800,88841,780,67,en,152,Computer Architecture,Flipflop qubits new quantum computing architecture
6234,COA | Introduction to Computer Organisation & Architecture | Bharat Acharya Education,Bharat Acharya Education,204000,484350,8740,617,Unknown,1446,Computer Architecture,COA  Introduction Computer Organisation  Architecture  Bharat Acharya Education
6235,Complete COA Computer Organization & Architecture in one shot | Semester Exam | Hindi,KnowledgeGATE by Sanchit Sir,625000,131211,3088,439,hi,21281,Computer Architecture,Complete COA Computer Organization  Architecture shot  Semester Exam  Hindi
6236,Top 75 Computer Architecture MCQs Questions and Answers | Computer Fundamental MCQ Solutions,Vision Academy,8210,24695,595,0,en,1800,Computer Architecture,75 Computer Architecture MCQs Questions Answers  Computer Fundamental MCQ Solutions
6237,How Machine Learning Changed Computer Architecture Design (David Patterson) | AI Clips with Lex,Lex Clips,1120000,21744,676,20,en,631,Computer Architecture,Machine Learning Changed Computer Architecture Design David Patterson  AI Clips Lex
6238,How computer memory works - Kanawat Senanan,TED-Ed,19400000,3270056,82176,1552,en,305,Computer Architecture,computer memory works  Kanawat Senanan
6239,Computer online class | Basic architecture of A computer | What is Computer Architectures | Ratnakar,Unique online guru,286000,16823,526,25,en,581,Computer Architecture,Computer online class  Basic architecture computer  Computer Architectures  Ratnakar
6240,Computer Architecture Rapid Revision| Kuppi 01|NSJ Online Academy,NSJ Online Academy,7200,18162,268,12,Unknown,4464,Computer Architecture,Computer Architecture Rapid Revision Kuppi 01NSJ Online Academy
6241,L-4.6: What is Hazard in Pipelining | various types of Hazards | computer Architecture,Gate Smashers,1720000,446862,13950,169,en,629,Computer Architecture,L46 Hazard Pipelining  types Hazards  computer Architecture
6242,Introduction To Computer System | Beginners Complete Introduction To Computer System,Learn Computer Science,26000,504788,8092,145,en,602,Computer Architecture,Introduction Computer System  Beginners Complete Introduction Computer System
6243,Address Sequencing || Microprogram Sequencer || Computer Organization Architecture,Sudhakar Atchala,120000,143140,2331,104,en,647,Computer Architecture,Address Sequencing  Microprogram Sequencer  Computer Organization Architecture
6244,Interrupt Cycle in Computer Organization || Flowchart || Computer Architecture,Sudhakar Atchala,120000,63896,1352,77,en,886,Computer Architecture,Interrupt Cycle Computer Organization  Flowchart  Computer Architecture
6245,Instruction Codes || Instruction Format || Direct and Indirect Address || Computer Organization CO,Sudhakar Atchala,120000,73487,1449,60,en,566,Computer Architecture,Instruction Codes  Instruction Format  Direct Indirect Address  Computer Organization CO
6246,Common Bus System || Computer Registers  || Computer Organization & Architecture ||  CO,Sudhakar Atchala,120000,70523,1415,50,en,1176,Computer Architecture,Common Bus System  Computer Registers  Computer Organization  Architecture  CO
6247,Top 10 Books for Computer Engineers & Hardware Engineers,Anastasi In Tech,137000,50538,2451,162,en,671,Computer Architecture,10 Books Computer Engineers  Hardware Engineers
6248,Harvard Architecture versus Von Neumann Architecture,Computer Science,194000,51534,1130,36,en,318,Computer Architecture,Harvard Architecture versus Von Neumann Architecture
6249,RISC vs CISC | Computer Architecture,Bina Bhatt,6590,37742,1445,77,Unknown,661,Computer Architecture,RISC vs CISC  Computer Architecture
6250,Database Tutorial for Beginners,Lucid Software,481000,1194482,18045,275,en,332,Databases,Database Tutorial Beginners
6251,7 Database Paradigms,Fireship,2670000,1471814,58606,913,en,593,Databases,7 Database Paradigms
6252,SQL Explained in 100 Seconds,Fireship,2670000,554394,24448,463,en,143,Databases,SQL Explained 100 Seconds
6253,Learn What is Database | Types of Database | DBMS,techTFQ,257000,285226,4803,143,en,731,Databases,Learn Database  Types Database  DBMS
6254,SQL Tutorial - Full Database Course for Beginners,freeCodeCamp.org,8820000,17005613,322851,10740,en,15639,Databases,SQL Tutorial  Database Course Beginners
6255,What is a Database?,IBM Technology,610000,46300,1086,24,en,456,Databases,Database
6256,15 futuristic databases you’ve never heard of,Fireship,2670000,585371,21887,688,en,522,Databases,15 futuristic databases youve heard
6257,Relational vs. Non-Relational Databases,IBM Technology,610000,68788,1953,62,en,492,Databases,Relational vs NonRelational Databases
6258,Databases of Analytics | 22nd December 2023 | 360DigiTMG,360DigiTMG,60600,327,14,0,en,3338,Databases,Databases Analytics  22nd December 2023  360DigiTMG
6259,How do NoSQL databases work? Simply Explained!,Simply Explained,457000,955951,26366,531,en,458,Databases,NoSQL databases work Simply Explained
6260,How To Choose The Right Database?,ByteByteGo,608000,213934,7697,177,en,418,Databases,Choose Right Database
6261,IGCSE Computer Science 2023-25 ​​- Topic 9 DATABASES: Video 1 - Single Table Databases,Mr Bulmer's Learning Zone,11700,11915,204,12,en,500,Databases,IGCSE Computer Science 202325  Topic 9 DATABASES Video 1  Single Table Databases
6262,Intro to Databases,CBT Nuggets,309000,199353,2586,41,en,337,Databases,Intro Databases
6263,Database Design Course - Learn how to design and plan a database for beginners,freeCodeCamp.org,8820000,2681851,64748,1381,en,29240,Databases,Database Design Course  Learn design plan database beginners
6264,Access: Introduction to Databases,GCFLearnFree,1040000,1164547,8112,238,Unknown,225,Databases,Access Introduction Databases
6265,MySQL Tutorial for Beginners [Full Course],Programming with Mosh,3680000,10566229,230163,8974,en,11419,Databases,MySQL Tutorial Beginners Full Course
6266,you need to learn SQL RIGHT NOW!! (SQL Tutorial for Beginners),NetworkChuck,3600000,1205631,39222,1632,en,1465,Databases,need learn SQL RIGHT NOW SQL Tutorial Beginners
